CeremonyID,AwardCategory,AwardWinner,Film,FilmID,Person,PersonID,AwardType
080-2007,"Best Documentary, Short Subjects",NA,La corona,tt1157626,Isabel Vega,nm2155565,Short
080-2007,"Best Documentary, Short Subjects",NA,Salim Baba,tt1157707,Francisco Bello,nm2034116,Short
080-2007,"Best Documentary, Short Subjects",NA,Salim Baba,tt1157707,Tim Sternberg,nm0827922,Short
080-2007,"Best Documentary, Short Subjects",NA,Sari's Mother,tt0841160,James Longley,nm1228118,Short
081-2008,Best Motion Picture of the Year,Winner,Slumdog Millionaire,tt1010048,Christian Colson,nm1384503,Picture
081-2008,Best Motion Picture of the Year,NA,Frost/Nixon,tt0870111,Brian Grazer,nm0004976,Picture
081-2008,Best Motion Picture of the Year,NA,Frost/Nixon,tt0870111,Eric Fellner,nm0271479,Picture
081-2008,Best Motion Picture of the Year,NA,Frost/Nixon,tt0870111,Ron Howard,nm0000165,Picture
081-2008,Best Motion Picture of the Year,NA,Milk,tt1013753,Bruce Cohen,nm0169260,Picture
081-2008,Best Motion Picture of the Year,NA,Milk,tt1013753,Dan Jinks,nm0423134,Picture
081-2008,Best Motion Picture of the Year,NA,The Curious Case of Benjamin Button,tt0421715,Ceán Chaffin,nm0149556,Picture
081-2008,Best Motion Picture of the Year,NA,The Curious Case of Benjamin Button,tt0421715,Frank Marshall,nm0550881,Picture
081-2008,Best Motion Picture of the Year,NA,The Curious Case of Benjamin Button,tt0421715,Kathleen Kennedy,nm0005086,Picture
081-2008,Best Motion Picture of the Year,NA,The Reader,tt0976051,Anthony Minghella,nm0005237,Picture
081-2008,Best Motion Picture of the Year,NA,The Reader,tt0976051,Donna Gigliotti,nm0317642,Picture
081-2008,Best Motion Picture of the Year,NA,The Reader,tt0976051,Redmond Morris,nm0606877,Picture
081-2008,Best Motion Picture of the Year,NA,The Reader,tt0976051,Sydney Pollack,nm0001628,Picture
081-2008,Best Foreign Language Film of the Year,Winner,Departures,tt1069238,NA,NA,International
081-2008,Best Foreign Language Film of the Year,NA,Revanche,tt1173745,NA,NA,International
081-2008,Best Foreign Language Film of the Year,NA,The Baader Meinhof Complex,tt0765432,NA,NA,International
081-2008,Best Foreign Language Film of the Year,NA,The Class,tt1068646,NA,NA,International
081-2008,Best Foreign Language Film of the Year,NA,Waltz with Bashir,tt1185616,NA,NA,International
081-2008,"Best Documentary, Features",Winner,Man on Wire,tt1155592,James Marsh,nm1016428,Documentary
081-2008,"Best Documentary, Features",Winner,Man on Wire,tt1155592,Simon Chinn,nm1187711,Documentary
081-2008,"Best Documentary, Features",NA,Encounters at the End of the World,tt1093824,Henry Kaiser,nm1793471,Documentary
081-2008,"Best Documentary, Features",NA,Encounters at the End of the World,tt1093824,Werner Herzog,nm0001348,Documentary
081-2008,"Best Documentary, Features",NA,The Betrayal,tt1157685,Ellen Kuras,nm0475578,Documentary
081-2008,"Best Documentary, Features",NA,The Betrayal,tt1157685,Thavisouk Phrasavath,nm0681115,Documentary
081-2008,"Best Documentary, Features",NA,The Garden,tt1252486,Scott Hamilton Kennedy,nm1251618,Documentary
081-2008,"Best Documentary, Features",NA,Trouble the Water,tt1149405,Carl Deal,nm1179906,Documentary
081-2008,"Best Documentary, Features",NA,Trouble the Water,tt1149405,Tia Lessin,nm0504357,Documentary
081-2008,Best Animated Feature Film of the Year,Winner,WALL·E,tt0910970,Andrew Stanton,nm0004056,Animated
081-2008,Best Animated Feature Film of the Year,NA,Bolt,tt0397892,Byron Howard,nm0397174,Animated
081-2008,Best Animated Feature Film of the Year,NA,Bolt,tt0397892,Chris Williams,nm0930261,Animated
081-2008,Best Animated Feature Film of the Year,NA,Kung Fu Panda,tt0441773,John Stevenson,nm0828970,Animated
081-2008,Best Animated Feature Film of the Year,NA,Kung Fu Panda,tt0441773,Mark Osborne,nm0651706,Animated
081-2008,Best Achievement in Directing,Winner,Slumdog Millionaire,tt1010048,Danny Boyle,nm0000965,Director
081-2008,Best Achievement in Directing,NA,Frost/Nixon,tt0870111,Ron Howard,nm0000165,Director
081-2008,Best Achievement in Directing,NA,Milk,tt1013753,Gus Van Sant,nm0001814,Director
081-2008,Best Achievement in Directing,NA,The Curious Case of Benjamin Button,tt0421715,David Fincher,nm0000399,Director
081-2008,Best Achievement in Directing,NA,The Reader,tt0976051,Stephen Daldry,nm0197636,Director
081-2008,"Best Writing, Original Screenplay",Winner,Milk,tt1013753,Dustin Lance Black,nm0085257,Writing
081-2008,"Best Writing, Original Screenplay",NA,Frozen River,tt0978759,Courtney Hunt,nm2581581,Writing
081-2008,"Best Writing, Original Screenplay",NA,Happy-Go-Lucky,tt1045670,Mike Leigh,nm0005139,Writing
081-2008,"Best Writing, Original Screenplay",NA,In Bruges,tt0780536,Martin McDonagh,nm1732981,Writing
081-2008,"Best Writing, Original Screenplay",NA,WALL·E,tt0910970,Andrew Stanton,nm0004056,Writing
081-2008,"Best Writing, Original Screenplay",NA,WALL·E,tt0910970,Jim Reardon,nm0714114,Writing
081-2008,"Best Writing, Original Screenplay",NA,WALL·E,tt0910970,Pete Docter,nm0230032,Writing
081-2008,"Best Writing, Adapted Screenplay",Winner,Slumdog Millionaire,tt1010048,Simon Beaufoy,nm0064479,Writing
081-2008,"Best Writing, Adapted Screenplay",NA,Doubt,tt0918927,John Patrick Shanley,nm0788234,Writing
081-2008,"Best Writing, Adapted Screenplay",NA,Frost/Nixon,tt0870111,Peter Morgan,nm0604948,Writing
081-2008,"Best Writing, Adapted Screenplay",NA,The Curious Case of Benjamin Button,tt0421715,Eric Roth,nm0744839,Writing
081-2008,"Best Writing, Adapted Screenplay",NA,The Curious Case of Benjamin Button,tt0421715,Robin Swicord,nm0842523,Writing
081-2008,"Best Writing, Adapted Screenplay",NA,The Reader,tt0976051,David Hare,nm0002376,Writing
081-2008,Best Performance by an Actress in a Leading Role,Winner,The Reader,tt0976051,Kate Winslet,nm0000701,Performance
081-2008,Best Performance by an Actress in a Leading Role,NA,Changeling,tt0824747,Angelina Jolie,nm0001401,Performance
081-2008,Best Performance by an Actress in a Leading Role,NA,Doubt,tt0918927,Meryl Streep,nm0000658,Performance
081-2008,Best Performance by an Actress in a Leading Role,NA,Frozen River,tt0978759,Melissa Leo,nm0502425,Performance
081-2008,Best Performance by an Actress in a Leading Role,NA,Rachel Getting Married,tt1084950,Anne Hathaway,nm0004266,Performance
081-2008,Best Performance by an Actor in a Leading Role,Winner,Milk,tt1013753,Sean Penn,nm0000576,Performance
081-2008,Best Performance by an Actor in a Leading Role,NA,Frost/Nixon,tt0870111,Frank Langella,nm0001449,Performance
081-2008,Best Performance by an Actor in a Leading Role,NA,The Curious Case of Benjamin Button,tt0421715,Brad Pitt,nm0000093,Performance
081-2008,Best Performance by an Actor in a Leading Role,NA,The Visitor,tt0857191,Richard Jenkins,nm0420955,Performance
081-2008,Best Performance by an Actor in a Leading Role,NA,The Wrestler,tt1125849,Mickey Rourke,nm0000620,Performance
081-2008,Best Performance by an Actress in a Supporting Role,Winner,Vicky Cristina Barcelona,tt0497465,Penélope Cruz,nm0004851,Performance
081-2008,Best Performance by an Actress in a Supporting Role,NA,Doubt,tt0918927,Amy Adams,nm0010736,Performance
081-2008,Best Performance by an Actress in a Supporting Role,NA,Doubt,tt0918927,Viola Davis,nm0205626,Performance
081-2008,Best Performance by an Actress in a Supporting Role,NA,The Curious Case of Benjamin Button,tt0421715,Taraji P. Henson,nm0378245,Performance
081-2008,Best Performance by an Actress in a Supporting Role,NA,The Wrestler,tt1125849,Marisa Tomei,nm0000673,Performance
081-2008,Best Performance by an Actor in a Supporting Role,Winner,The Dark Knight,tt0468569,Heath Ledger,nm0005132,Performance
081-2008,Best Performance by an Actor in a Supporting Role,NA,Doubt,tt0918927,Philip Seymour Hoffman,nm0000450,Performance
081-2008,Best Performance by an Actor in a Supporting Role,NA,Milk,tt1013753,Josh Brolin,nm0000982,Performance
081-2008,Best Performance by an Actor in a Supporting Role,NA,Revolutionary Road,tt0959337,Michael Shannon,nm0788335,Performance
081-2008,Best Performance by an Actor in a Supporting Role,NA,Tropic Thunder,tt0942385,Robert Downey Jr.,nm0000375,Performance
081-2008,Best Achievement in Cinematography,Winner,Slumdog Millionaire,tt1010048,Anthony Dod Mantle,nm0230045,Visual Style
081-2008,Best Achievement in Cinematography,NA,Changeling,tt0824747,Tom Stern,nm0827869,Visual Style
081-2008,Best Achievement in Cinematography,NA,The Curious Case of Benjamin Button,tt0421715,Claudio Miranda,nm0592073,Visual Style
