"AwardCategory","AwardWinner","AwardCeremony","FilmID","FilmName","PersonID","PersonName","CompanyID","CompanyName","AwardType","Your.Rating","IMDb.Rating","Num.Votes"
"Best Motion Picture of the Year",NA,"87-2015","tt2278388","The Grand Budapest Hotel","nm0748784","Scott Rudin",NA,NA,"Picture",6,8.1,878321
"Best Motion Picture of the Year",NA,"87-2015","tt2278388","The Grand Budapest Hotel","nm2262509","Steven Rales",NA,NA,"Picture",6,8.1,878321
"Best Motion Picture of the Year",NA,"87-2015","tt2278388","The Grand Budapest Hotel","nm0206154","Jeremy Dawson",NA,NA,"Picture",6,8.1,878321
"Best Motion Picture of the Year",NA,"87-2015","tt2084970","The Imitation Game","nm3860486","Nora Grossman",NA,NA,"Picture",7,8,818231
"Best Motion Picture of the Year",NA,"87-2015","tt2084970","The Imitation Game","nm1755470","Ido Ostrowsky",NA,NA,"Picture",7,8,818231
"Best Motion Picture of the Year",NA,"87-2015","tt2084970","The Imitation Game","nm3267061","Teddy Schwarzman",NA,NA,"Picture",7,8,818231
"Best Motion Picture of the Year",NA,"87-2015","tt2980516","The Theory of Everything","nm0079677","Tim Bevan",NA,NA,"Picture",6,7.7,478567
"Best Motion Picture of the Year",NA,"87-2015","tt2980516","The Theory of Everything","nm0271479","Eric Fellner",NA,NA,"Picture",6,7.7,478567
"Best Motion Picture of the Year",NA,"87-2015","tt2980516","The Theory of Everything","nm0115537","Lisa Bruce",NA,NA,"Picture",6,7.7,478567
"Best Motion Picture of the Year",NA,"87-2015","tt2980516","The Theory of Everything","nm0565026","Anthony McCarten",NA,NA,"Picture",6,7.7,478567
"Best Motion Picture of the Year",NA,"87-2015","tt2582802","Whiplash","nm0089658","Jason Blum",NA,NA,"Picture",9,8.5,971847
"Best Motion Picture of the Year",NA,"87-2015","tt2582802","Whiplash","nm2615685","Helen Estabrook",NA,NA,"Picture",9,8.5,971847
"Best Motion Picture of the Year",NA,"87-2015","tt2582802","Whiplash","nm0484123","David Lancaster",NA,NA,"Picture",9,8.5,971847
"Best Performance by an Actor in a Leading Role","Winner","87-2015","tt2980516","The Theory of Everything","nm1519666","Eddie Redmayne",NA,NA,"Performance",6,7.7,478567
"Best Performance by an Actor in a Leading Role",NA,"87-2015","tt2084970","The Imitation Game","nm1212722","Benedict Cumberbatch",NA,NA,"Performance",7,8,818231
"Best Performance by an Actor in a Leading Role",NA,"87-2015","tt2179136","American Sniper","nm0177896","Bradley Cooper",NA,NA,"Performance",6,7.3,524276
"Best Performance by an Actor in a Leading Role",NA,"87-2015",NA,NA,"nm0000474","Michael Keaton",NA,NA,"Performance",NA,NA,NA
"Best Performance by an Actor in a Leading Role",NA,"87-2015","tt1100089","Foxcatcher","nm0136797","Steve Carell",NA,NA,"Performance",6,7,148400
"Best Performance by an Actress in a Leading Role","Winner","87-2015","tt3316960","Still Alice","nm0000194","Julianne Moore",NA,NA,"Performance",9,7.5,142688
"Best Performance by an Actress in a Leading Role",NA,"87-2015","tt2980516","The Theory of Everything","nm0428065","Felicity Jones",NA,NA,"Performance",6,7.7,478567
"Best Performance by an Actress in a Leading Role",NA,"87-2015","tt2737050","Two Days, One Night","nm0182839","Marion Cotillard",NA,NA,"Performance",7,7.3,50333
"Best Performance by an Actress in a Leading Role",NA,"87-2015","tt2305051","Wild","nm0000702","Reese Witherspoon",NA,NA,"Performance",6,7.1,137712
"Best Performance by an Actress in a Leading Role",NA,"87-2015","tt2267998","Gone Girl","nm0683253","Rosamund Pike",NA,NA,"Performance",4,8.1,1056595
"Best Performance by an Actor in a Supporting Role","Winner","87-2015","tt2582802","Whiplash","nm0799777","J.K. Simmons",NA,NA,"Performance",9,8.5,971847
"Best Performance by an Actor in a Supporting Role",NA,"87-2015",NA,NA,"nm0001570","Edward Norton",NA,NA,"Performance",NA,NA,NA
"Best Performance by an Actor in a Supporting Role",NA,"87-2015","tt1065073","Boyhood","nm0000160","Ethan Hawke",NA,NA,"Performance",8,7.9,365762
"Best Performance by an Actor in a Supporting Role",NA,"87-2015","tt1100089","Foxcatcher","nm0749263","Mark Ruffalo",NA,NA,"Performance",6,7,148400
"Best Performance by an Actor in a Supporting Role",NA,"87-2015","tt1872194","The Judge","nm0000380","Robert Duvall",NA,NA,"Performance",6,7.4,200434
"Best Performance by an Actress in a Supporting Role","Winner","87-2015","tt1065073","Boyhood","nm0000099","Patricia Arquette",NA,NA,"Performance",8,7.9,365762
"Best Performance by an Actress in a Supporting Role",NA,"87-2015",NA,NA,"nm1297015","Emma Stone",NA,NA,"Performance",NA,NA,NA
"Best Performance by an Actress in a Supporting Role",NA,"87-2015","tt2084970","The Imitation Game","nm0461136","Keira Knightley",NA,NA,"Performance",7,8,818231
"Best Performance by an Actress in a Supporting Role",NA,"87-2015","tt2305051","Wild","nm0000368","Laura Dern",NA,NA,"Performance",6,7.1,137712
"Best Performance by an Actress in a Supporting Role",NA,"87-2015","tt2180411","Into the Woods","nm0000658","Meryl Streep",NA,NA,"Performance",5,5.9,147374
"Best Achievement in Directing","Winner","87-2015",NA,NA,"nm0327944","Alejandro G. Iñárritu",NA,NA,"Director",NA,NA,NA
"Best Achievement in Directing",NA,"87-2015","tt1100089","Foxcatcher","nm0587955","Bennett Miller",NA,NA,"Director",6,7,148400
"Best Achievement in Directing",NA,"87-2015","tt2084970","The Imitation Game","nm0878763","Morten Tyldum",NA,NA,"Director",7,8,818231
"Best Achievement in Directing",NA,"87-2015","tt1065073","Boyhood","nm0000500","Richard Linklater",NA,NA,"Director",8,7.9,365762
"Best Achievement in Directing",NA,"87-2015","tt2278388","The Grand Budapest Hotel","nm0027572","Wes Anderson",NA,NA,"Director",6,8.1,878321
"Best Writing, Original Screenplay","Winner","87-2015","tt2562232","Birdman or (The Unexpected Virtue of Ignorance)","nm0327944","Alejandro G. Iñárritu",NA,NA,"Writing",8,7.7,662335
"Best Writing, Original Screenplay","Winner","87-2015","tt2562232","Birdman or (The Unexpected Virtue of Ignorance)","nm1481172","Nicolás Giacobone",NA,NA,"Writing",8,7.7,662335
"Best Writing, Original Screenplay","Winner","87-2015","tt2562232","Birdman or (The Unexpected Virtue of Ignorance)","nm5409486","Alexander Dinelaris",NA,NA,"Writing",8,7.7,662335
"Best Writing, Original Screenplay","Winner","87-2015","tt2562232","Birdman or (The Unexpected Virtue of Ignorance)","nm3174584","Armando Bo",NA,NA,"Writing",8,7.7,662335
"Best Writing, Original Screenplay",NA,"87-2015","tt1065073","Boyhood","nm0000500","Richard Linklater",NA,NA,"Writing",8,7.9,365762
"Best Writing, Original Screenplay",NA,"87-2015","tt1100089","Foxcatcher","nm0296861","E. Max Frye",NA,NA,"Writing",6,7,148400
"Best Writing, Original Screenplay",NA,"87-2015","tt1100089","Foxcatcher","nm0001246","Dan Futterman",NA,NA,"Writing",6,7,148400
"Best Writing, Original Screenplay",NA,"87-2015","tt2872718","Nightcrawler","nm0319659","Dan Gilroy",NA,NA,"Writing",7,7.8,598308
"Best Writing, Original Screenplay",NA,"87-2015","tt2278388","The Grand Budapest Hotel","nm0027572","Wes Anderson",NA,NA,"Writing",6,8.1,878321
"Best Writing, Original Screenplay",NA,"87-2015","tt2278388","The Grand Budapest Hotel","nm2450453","Hugo Guinness",NA,NA,"Writing",6,8.1,878321
"Best Writing, Adapted Screenplay","Winner","87-2015","tt2084970","The Imitation Game","nm2441699","Graham Moore",NA,NA,"Writing",7,8,818231
"Best Writing, Adapted Screenplay",NA,"87-2015","tt2179136","American Sniper","nm0355699","Jason Hall",NA,NA,"Writing",6,7.3,524276
"Best Writing, Adapted Screenplay",NA,"87-2015","tt1791528","Inherent Vice","nm0000759","Paul Thomas Anderson",NA,NA,"Writing",5,6.6,109994
"Best Writing, Adapted Screenplay",NA,"87-2015","tt2980516","The Theory of Everything","nm0565026","Anthony McCarten",NA,NA,"Writing",6,7.7,478567
"Best Writing, Adapted Screenplay",NA,"87-2015","tt2582802","Whiplash","nm3227090","Damien Chazelle",NA,NA,"Writing",9,8.5,971847
"Best Achievement in Cinematography","Winner","87-2015","tt2562232","Birdman or (The Unexpected Virtue of Ignorance)","nm0523881","Emmanuel Lubezki",NA,NA,"Visual Style",8,7.7,662335
"Best Achievement in Cinematography",NA,"87-2015","tt2718492","Ida","nm2617994","Lukasz Zal",NA,NA,"Visual Style",9,7.4,60418
"Best Achievement in Cinematography",NA,"87-2015","tt2718492","Ida","nm0501755","Ryszard Lenczewski",NA,NA,"Visual Style",9,7.4,60418
"Best Achievement in Cinematography",NA,"87-2015","tt2473794","Mr. Turner","nm0005836","Dick Pope",NA,NA,"Visual Style",NA,6.8,27043
"Best Achievement in Cinematography",NA,"87-2015","tt2278388","The Grand Budapest Hotel","nm0005934","Robert D. Yeoman",NA,NA,"Visual Style",6,8.1,878321
"Best Achievement in Cinematography",NA,"87-2015","tt1809398","Unbroken","nm0005683","Roger Deakins",NA,NA,"Visual Style",NA,7.2,181193
"Best Achievement in Film Editing","Winner","87-2015","tt2582802","Whiplash","nm0189285","Tom Cross",NA,NA,"Effects",9,8.5,971847
"Best Achievement in Film Editing",NA,"87-2015","tt2179136","American Sniper","nm0185088","Joel Cox",NA,NA,"Effects",6,7.3,524276
"Best Achievement in Film Editing",NA,"87-2015","tt2179136","American Sniper","nm0730013","Gary Roach",NA,NA,"Effects",6,7.3,524276
"Best Achievement in Film Editing",NA,"87-2015","tt1065073","Boyhood","nm0010471","Sandra Adair",NA,NA,"Effects",8,7.9,365762
"Best Achievement in Film Editing",NA,"87-2015","tt2278388","The Grand Budapest Hotel","nm1306189","Barney Pilling",NA,NA,"Effects",6,8.1,878321
"Best Achievement in Film Editing",NA,"87-2015","tt2084970","The Imitation Game","nm0325549","William Goldenberg",NA,NA,"Effects",7,8,818231
"Best Achievement in Production Design","Winner","87-2015","tt2278388","The Grand Budapest Hotel","nm1360914","Adam Stockhausen",NA,NA,"Visual Style",6,8.1,878321
"Best Achievement in Production Design","Winner","87-2015","tt2278388","The Grand Budapest Hotel","nm0003519","Anna Pinnock",NA,NA,"Visual Style",6,8.1,878321
"Best Achievement in Production Design",NA,"87-2015","tt0816692","Interstellar","nm0189769","Nathan Crowley",NA,NA,"Visual Style",8,8.7,2060793
"Best Achievement in Production Design",NA,"87-2015","tt0816692","Interstellar","nm0275361","Gary Fettis",NA,NA,"Visual Style",8,8.7,2060793
"Best Achievement in Production Design",NA,"87-2015","tt2180411","Into the Woods","nm0003519","Anna Pinnock",NA,NA,"Visual Style",5,5.9,147374
"Best Achievement in Production Design",NA,"87-2015","tt2180411","Into the Woods","nm0309357","Dennis Gassner",NA,NA,"Visual Style",5,5.9,147374
"Best Achievement in Production Design",NA,"87-2015","tt2473794","Mr. Turner","nm0203990","Suzie Davies",NA,NA,"Visual Style",NA,6.8,27043
"Best Achievement in Production Design",NA,"87-2015","tt2473794","Mr. Turner","nm0915117","Charlotte Dirickx",NA,NA,"Visual Style",NA,6.8,27043
"Best Achievement in Production Design",NA,"87-2015","tt2084970","The Imitation Game","nm0229319","Maria Djurkovic",NA,NA,"Visual Style",7,8,818231
"Best Achievement in Production Design",NA,"87-2015","tt2084970","The Imitation Game","nm0526248","Tatiana Macdonald",NA,NA,"Visual Style",7,8,818231
"Best Achievement in Costume Design","Winner","87-2015","tt2278388","The Grand Budapest Hotel","nm0134382","Milena Canonero",NA,NA,"Visual Style",6,8.1,878321
"Best Achievement in Costume Design",NA,"87-2015","tt1791528","Inherent Vice","nm0108775","Mark Bridges",NA,NA,"Visual Style",5,6.6,109994
"Best Achievement in Costume Design",NA,"87-2015","tt2180411","Into the Woods","nm0041181","Colleen Atwood",NA,NA,"Visual Style",5,5.9,147374
"Best Achievement in Costume Design",NA,"87-2015","tt1587310","Maleficent","nm0081318","Anna B. Sheppard",NA,NA,"Visual Style",5,6.9,397727
"Best Achievement in Costume Design",NA,"87-2015","tt2473794","Mr. Turner","nm0244330","Jacqueline Durran",NA,NA,"Visual Style",NA,6.8,27043
"Best Achievement in Makeup and Hairstyling","Winner","87-2015","tt2278388","The Grand Budapest Hotel","nm0360470","Frances Hannon",NA,NA,"Visual Style",6,8.1,878321
"Best Achievement in Makeup and Hairstyling","Winner","87-2015","tt2278388","The Grand Budapest Hotel","nm0183418","Mark Coulier",NA,NA,"Visual Style",6,8.1,878321
"Best Achievement in Makeup and Hairstyling",NA,"87-2015","tt1100089","Foxcatcher","nm0181134","Bill Corso",NA,NA,"Visual Style",6,7,148400
"Best Achievement in Makeup and Hairstyling",NA,"87-2015","tt1100089","Foxcatcher","nm0509187","Dennis Liddiard",NA,NA,"Visual Style",6,7,148400
"Best Achievement in Makeup and Hairstyling",NA,"87-2015","tt2015381","Guardians of the Galaxy","nm0947958","Elizabeth Yianni-Georgiou",NA,NA,"Visual Style",6,8,1263628
"Best Achievement in Makeup and Hairstyling",NA,"87-2015","tt2015381","Guardians of the Galaxy","nm0924675","David White",NA,NA,"Visual Style",6,8,1263628
"Best Achievement in Music Written for Motion Pictures, Original Song","Winner","87-2015","tt1020072","Selma","nm0996669","Common",NA,NA,"Music",8,7.5,95054
"Best Achievement in Music Written for Motion Pictures, Original Song","Winner","87-2015","tt1020072","Selma","nm1775466","John Legend",NA,NA,"Music",8,7.5,95054
"Best Achievement in Music Written for Motion Pictures, Original Song",NA,"87-2015","tt1980929","Begin Again","nm1353967","Gregg Alexander",NA,NA,"Music",NA,7.4,165874
"Best Achievement in Music Written for Motion Pictures, Original Song",NA,"87-2015","tt1980929","Begin Again","nm0109815","Danielle Brisebois",NA,NA,"Music",NA,7.4,165874
"Best Achievement in Music Written for Motion Pictures, Original Song",NA,"87-2015","tt3125324","Beyond the Lights","nm0005534","Diane Warren",NA,NA,"Music",NA,6.8,17307
"Best Achievement in Music Written for Motion Pictures, Original Song",NA,"87-2015","tt2049586","Glen Campbell: I'll Be Me","nm0004794","Glen Campbell",NA,NA,"Music",NA,7.9,1718
"Best Achievement in Music Written for Motion Pictures, Original Song",NA,"87-2015","tt2049586","Glen Campbell: I'll Be Me","nm0713305","Julian Raymond",NA,NA,"Music",NA,7.9,1718
"Best Achievement in Music Written for Motion Pictures, Original Song",NA,"87-2015","tt1490017","The Lego Movie","nm0666405","Shawn Patterson",NA,NA,"Music",4,7.7,385230
"Best Achievement in Music Written for Motion Pictures, Original Score","Winner","87-2015","tt2278388","The Grand Budapest Hotel","nm0006035","Alexandre Desplat",NA,NA,"Music",6,8.1,878321
"Best Achievement in Music Written for Motion Pictures, Original Score",NA,"87-2015","tt0816692","Interstellar","nm0001877","Hans Zimmer",NA,NA,"Music",8,8.7,2060793
"Best Achievement in Music Written for Motion Pictures, Original Score",NA,"87-2015","tt2473794","Mr. Turner","nm0947665","Gary Yershon",NA,NA,"Music",NA,6.8,27043
"Best Achievement in Music Written for Motion Pictures, Original Score",NA,"87-2015","tt2084970","The Imitation Game","nm0006035","Alexandre Desplat",NA,NA,"Music",7,8,818231
"Best Achievement in Music Written for Motion Pictures, Original Score",NA,"87-2015","tt2980516","The Theory of Everything","nm0433580","Jóhann Jóhannsson",NA,NA,"Music",6,7.7,478567
"Best Achievement in Sound Mixing","Winner","87-2015","tt2582802","Whiplash","nm1023649","Craig Mann",NA,NA,"Effects",9,8.5,971847
"Best Achievement in Sound Mixing","Winner","87-2015","tt2582802","Whiplash","nm0929240","Ben Wilkins",NA,NA,"Effects",9,8.5,971847
"Best Achievement in Sound Mixing","Winner","87-2015","tt2582802","Whiplash","nm1093577","Thomas Curley",NA,NA,"Effects",9,8.5,971847
"Best Achievement in Sound Mixing",NA,"87-2015","tt2179136","American Sniper","nm0718676","John T. Reitz",NA,NA,"Effects",6,7.3,524276
"Best Achievement in Sound Mixing",NA,"87-2015","tt2179136","American Sniper","nm0748832","Gregg Rudloff",NA,NA,"Effects",6,7.3,524276
"Best Achievement in Sound Mixing",NA,"87-2015","tt2179136","American Sniper","nm0553190","Walt Martin",NA,NA,"Effects",6,7.3,524276
"Best Achievement in Sound Mixing",NA,"87-2015","tt2562232","Birdman or (The Unexpected Virtue of Ignorance)","nm0852656","Jon Taylor",NA,NA,"Effects",8,7.7,662335
"Best Achievement in Sound Mixing",NA,"87-2015","tt2562232","Birdman or (The Unexpected Virtue of Ignorance)","nm0599057","Frank A. Montaño",NA,NA,"Effects",8,7.7,662335
"Best Achievement in Sound Mixing",NA,"87-2015","tt2562232","Birdman or (The Unexpected Virtue of Ignorance)","nm0889746","Thomas Varga",NA,NA,"Effects",8,7.7,662335
"Best Achievement in Sound Mixing",NA,"87-2015","tt0816692","Interstellar","nm0729886","Gary A. Rizzo",NA,NA,"Effects",8,8.7,2060793
"Best Achievement in Sound Mixing",NA,"87-2015","tt0816692","Interstellar","nm0484414","Gregg Landaker",NA,NA,"Effects",8,8.7,2060793
"Best Achievement in Sound Mixing",NA,"87-2015","tt0816692","Interstellar","nm0918319","Mark Weingarten",NA,NA,"Effects",8,8.7,2060793
"Best Achievement in Sound Mixing",NA,"87-2015","tt1809398","Unbroken","nm0852656","Jon Taylor",NA,NA,"Effects",NA,7.2,181193
"Best Achievement in Sound Mixing",NA,"87-2015","tt1809398","Unbroken","nm0599057","Frank A. Montaño",NA,NA,"Effects",NA,7.2,181193
"Best Achievement in Sound Mixing",NA,"87-2015","tt1809398","Unbroken","nm1325883","David Lee",NA,NA,"Effects",NA,7.2,181193
"Best Achievement in Sound Editing","Winner","87-2015","tt2179136","American Sniper","nm0614812","Alan Robert Murray",NA,NA,"Effects",6,7.3,524276
"Best Achievement in Sound Editing","Winner","87-2015","tt2179136","American Sniper","nm0039544","Bub Asman",NA,NA,"Effects",6,7.3,524276
"Best Achievement in Sound Editing",NA,"87-2015","tt2562232","Birdman or (The Unexpected Virtue of Ignorance)","nm0321790","Aaron Glascock",NA,NA,"Effects",8,7.7,662335
"Best Achievement in Sound Editing",NA,"87-2015","tt2562232","Birdman or (The Unexpected Virtue of Ignorance)","nm0380057","Martín Hernández",NA,NA,"Effects",8,7.7,662335
"Best Achievement in Sound Editing",NA,"87-2015","tt0816692","Interstellar","nm0455185","Richard King",NA,NA,"Effects",8,8.7,2060793
"Best Achievement in Sound Editing",NA,"87-2015","tt2310332","The Hobbit: The Battle of the Five Armies","nm0121151","Brent Burge",NA,NA,"Effects",4,7.4,566721
"Best Achievement in Sound Editing",NA,"87-2015","tt2310332","The Hobbit: The Battle of the Five Armies","nm0134417","Jason Canovas",NA,NA,"Effects",4,7.4,566721
"Best Achievement in Sound Editing",NA,"87-2015","tt1809398","Unbroken","nm0167915","Becky Sullivan",NA,NA,"Effects",NA,7.2,181193
"Best Achievement in Sound Editing",NA,"87-2015","tt1809398","Unbroken","nm0214014","Andrew DeCristofaro",NA,NA,"Effects",NA,7.2,181193
"Best Achievement in Visual Effects","Winner","87-2015","tt0816692","Interstellar","nm0291518","Paul J. Franklin",NA,NA,"Effects",8,8.7,2060793
"Best Achievement in Visual Effects","Winner","87-2015","tt0816692","Interstellar","nm0516916","Andrew Lockley",NA,NA,"Effects",8,8.7,2060793
"Best Achievement in Visual Effects","Winner","87-2015","tt0816692","Interstellar","nm0402843","Ian Hunter",NA,NA,"Effects",8,8.7,2060793
"Best Achievement in Visual Effects","Winner","87-2015","tt0816692","Interstellar","nm0279782","Scott R. Fisher",NA,NA,"Effects",8,8.7,2060793
"Best Achievement in Visual Effects",NA,"87-2015","tt1843866","Captain America: The Winter Soldier","nm0216699","Dan DeLeeuw",NA,NA,"Effects",8,7.7,892980
"Best Achievement in Visual Effects",NA,"87-2015","tt1843866","Captain America: The Winter Soldier","nm0247270","Russell Earl",NA,NA,"Effects",8,7.7,892980
"Best Achievement in Visual Effects",NA,"87-2015","tt1843866","Captain America: The Winter Soldier","nm0341985","Bryan Grill",NA,NA,"Effects",8,7.7,892980
"Best Achievement in Visual Effects",NA,"87-2015","tt1843866","Captain America: The Winter Soldier","nm0837203","Daniel Sudick",NA,NA,"Effects",8,7.7,892980
"Best Achievement in Visual Effects",NA,"87-2015","tt2103281","Dawn of the Planet of the Apes","nm0504784","Joe Letteri",NA,NA,"Effects",3,7.6,464669
"Best Achievement in Visual Effects",NA,"87-2015","tt2103281","Dawn of the Planet of the Apes","nm0501424","Dan Lemmon",NA,NA,"Effects",3,7.6,464669
"Best Achievement in Visual Effects",NA,"87-2015","tt2103281","Dawn of the Planet of the Apes","nm2280778","Daniel Barrett",NA,NA,"Effects",3,7.6,464669
"Best Achievement in Visual Effects",NA,"87-2015","tt2103281","Dawn of the Planet of the Apes","nm0935445","Erik Winquist",NA,NA,"Effects",3,7.6,464669
"Best Achievement in Visual Effects",NA,"87-2015","tt2015381","Guardians of the Galaxy","nm0148547","Stephane Ceretti",NA,NA,"Effects",6,8,1263628
"Best Achievement in Visual Effects",NA,"87-2015","tt2015381","Guardians of the Galaxy","nm1212365","Nicolas Aithadi",NA,NA,"Effects",6,8,1263628
"Best Achievement in Visual Effects",NA,"87-2015","tt2015381","Guardians of the Galaxy","nm1000834","Jonathan Fawkner",NA,NA,"Effects",6,8,1263628
"Best Achievement in Visual Effects",NA,"87-2015","tt2015381","Guardians of the Galaxy","nm0179274","Paul Corbould",NA,NA,"Effects",6,8,1263628
"Best Achievement in Visual Effects",NA,"87-2015","tt1877832","X-Men: Days of Future Past","nm0821868","Richard Stammers",NA,NA,"Effects",5,7.9,740637
"Best Achievement in Visual Effects",NA,"87-2015","tt1877832","X-Men: Days of Future Past","nm1022027","Lou Pecora",NA,NA,"Effects",5,7.9,740637
"Best Achievement in Visual Effects",NA,"87-2015","tt1877832","X-Men: Days of Future Past","nm0188963","Tim Crosbie",NA,NA,"Effects",5,7.9,740637
"Best Achievement in Visual Effects",NA,"87-2015","tt1877832","X-Men: Days of Future Past","nm0907030","Cameron Waldbauer",NA,NA,"Effects",5,7.9,740637
"Best Short Film, Animated","Winner","87-2015","tt3689498","Feast","nm2444148","Patrick Osborne",NA,NA,"Short",9,8.2,23933
"Best Short Film, Animated","Winner","87-2015","tt3689498","Feast","nm0715534","Kristina Reed",NA,NA,"Short",9,8.2,23933
"Best Short Film, Animated",NA,"87-2015","tt3838700","A Single Life","nm1977837","Joris Oprins",NA,NA,"Short",8,7.3,1835
"Best Short Film, Animated",NA,"87-2015","tt3946086","Me and My Moulton","nm0468380","Torill Kove",NA,NA,"Short",NA,6.7,818
"Best Short Film, Animated",NA,"87-2015","tt3610188","The Bigger Picture","nm4441366","Daisy Jacobs",NA,NA,"Short",NA,6.7,693
"Best Short Film, Animated",NA,"87-2015","tt3610188","The Bigger Picture","nm3576330","Chris Hees",NA,NA,"Short",NA,6.7,693
"Best Short Film, Animated",NA,"87-2015","tt3326262","The Dam Keeper","nm2937142","Robert Kondo",NA,NA,"Short",NA,7.9,2484
"Best Short Film, Animated",NA,"87-2015","tt3326262","The Dam Keeper","nm1156606","Daisuke 'Dice' Tsutsumi",NA,NA,"Short",NA,7.9,2484
"Best Short Film, Live Action","Winner","87-2015","tt3071532","The Phone Call","nm2375389","Mat Kirkby",NA,NA,"Short",NA,7.4,3008
"Best Short Film, Live Action","Winner","87-2015","tt3071532","The Phone Call","nm5819328","James Lucas",NA,NA,"Short",NA,7.4,3008
"Best Short Film, Live Action",NA,"87-2015","tt2326094","Aya","nm1729068","Oded Binnun",NA,NA,"Short",NA,7.2,937
"Best Short Film, Live Action",NA,"87-2015","tt2326094","Aya","nm1729072","Mihal Brezis",NA,NA,"Short",NA,7.2,937
"Best Short Film, Live Action",NA,"87-2015","tt3612232","Boogaloo and Graham","nm3156269","Michael Lennox",NA,NA,"Short",7,7.3,1117
"Best Short Film, Live Action",NA,"87-2015","tt3612232","Boogaloo and Graham","nm3905562","Ronan Blaney",NA,NA,"Short",7,7.3,1117
"Best Short Film, Live Action",NA,"87-2015","tt2922078","Butter Lamp","nm5130656","Wei Hu",NA,NA,"Short",NA,7,778
"Best Short Film, Live Action",NA,"87-2015","tt2922078","Butter Lamp","nm0299676","Julien Féret",NA,NA,"Short",NA,7,778
"Best Short Film, Live Action",NA,"87-2015","tt3008010","Parvaneh","nm4422449","Talkhon Hamzavi",NA,NA,"Short",NA,6.7,621
"Best Short Film, Live Action",NA,"87-2015","tt3008010","Parvaneh","nm3022531","Stefan Eichenberger",NA,NA,"Short",NA,6.7,621
"Best Documentary, Short Subject","Winner","87-2015","tt3449252","Crisis Hotline: Veterans Press 1","nm0329651","Ellen Goosenberg Kent",NA,NA,"Short",9,7.5,660
"Best Documentary, Short Subject","Winner","87-2015","tt3449252","Crisis Hotline: Veterans Press 1","nm0675017","Dana Heinz Perry",NA,NA,"Short",9,7.5,660
"Best Documentary, Short Subject",NA,"87-2015","tt2976354","Joanna","nm5098826","Aneta Kopacz",NA,NA,"Short",NA,6.9,359
"Best Documentary, Short Subject",NA,"87-2015","tt3069992","Our Curse","nm4724948","Tomasz Sliwinski",NA,NA,"Short",NA,7.1,399
"Best Documentary, Short Subject",NA,"87-2015","tt3069992","Our Curse","nm0805751","Maciej Slesicki",NA,NA,"Short",NA,7.1,399
"Best Documentary, Short Subject",NA,"87-2015","tt3438472","The Reaper","nm4717581","Gabriel Serra",NA,NA,"Short",NA,6.6,238
"Best Documentary, Short Subject",NA,"87-2015","tt3044564","White Earth","nm2650005","Christian Jensen",NA,NA,"Short",NA,6.2,202
"Best Documentary, Feature","Winner","87-2015","tt4044364","Citizenfour","nm0688636","Laura Poitras",NA,NA,"Documentary",7,8,57731
"Best Documentary, Feature","Winner","87-2015","tt4044364","Citizenfour","nm0094850","Mathilde Bonnefoy",NA,NA,"Documentary",7,8,57731
"Best Documentary, Feature","Winner","87-2015","tt4044364","Citizenfour","nm0934406","Dirk Wilutzky",NA,NA,"Documentary",7,8,57731
"Best Documentary, Feature",NA,"87-2015","tt2714900","Finding Vivian Maier","nm5525244","John Maloof",NA,NA,"Documentary",NA,7.7,15010
"Best Documentary, Feature",NA,"87-2015","tt2714900","Finding Vivian Maier","nm0803020","Charlie Siskel",NA,NA,"Documentary",NA,7.7,15010
"Best Documentary, Feature",NA,"87-2015","tt3279124","Last Days in Vietnam","nm0448311","Rory Kennedy",NA,NA,"Documentary",NA,7.6,4075
"Best Documentary, Feature",NA,"87-2015","tt3279124","Last Days in Vietnam","nm2222778","Keven McAlester",NA,NA,"Documentary",NA,7.6,4075
"Best Documentary, Feature",NA,"87-2015","tt3674140","The Salt of the Earth","nm0000694","Wim Wenders",NA,NA,"Documentary",NA,8.4,23195
"Best Documentary, Feature",NA,"87-2015","tt3674140","The Salt of the Earth","nm2081382","Juliano Ribeiro Salgado",NA,NA,"Documentary",NA,8.4,23195
"Best Documentary, Feature",NA,"87-2015","tt3674140","The Salt of the Earth","nm6514669","David Rosier",NA,NA,"Documentary",NA,8.4,23195
"Best Documentary, Feature",NA,"87-2015","tt3455224","Virunga","nm3915542","Orlando von Einsiedel",NA,NA,"Documentary",8,8.1,12168
"Best Documentary, Feature",NA,"87-2015","tt3455224","Virunga","nm3319085","Joanna Natasegara",NA,NA,"Documentary",8,8.1,12168
"Best Foreign Language Film of the Year","Winner","87-2015","tt2718492","Ida",NA,NA,NA,NA,"International",9,7.4,60418
"Best Foreign Language Film of the Year",NA,"87-2015","tt2802154","Leviathan",NA,NA,NA,NA,"International",NA,7.6,56593
"Best Foreign Language Film of the Year",NA,"87-2015","tt2991224","Tangerines",NA,NA,NA,NA,"International",NA,8.1,48668
"Best Foreign Language Film of the Year",NA,"87-2015","tt3409392","Timbuktu",NA,NA,NA,NA,"International",NA,7.1,18201
"Best Foreign Language Film of the Year",NA,"87-2015","tt3011894","Wild Tales",NA,NA,NA,NA,"International",8,8.1,214169
"Best Animated Feature Film of the Year","Winner","87-2015","tt2245084","Big Hero 6","nm2320658","Don Hall",NA,NA,"Animated",8,7.8,496429
